297.74	12	1.2	
72.69	41	1.5	
918.42	3	1.4	
603.96	75	1.1	
375.85	75	1.1	
865.14	26	0.9	
77.61	62	0.9	
69.5	64	0.9	
95.61	14	0.5	
923.24	6	1.4	
410.49	32	0.9	
252.85	62	1.3	
136.81	47	1.3	
47.71	42	1.3	
259.3	36	1	
822.15	24	0.9	
555.59	52	1.1	
772.18	73	1.3	
871.61	35	0.6	
276.41	36	1.1	
683.36	58	1.3	
662.71	57	0.8	
1.59	64	1.3	
11.98	54	0.7	
255.23	15	1	
822.38	42	1.4	
792.57	62	0.5	
721.37	33	0.8	
379.06	50	1.1	
663.53	34	1.3	
883.21	62	0.6	
69.24	27	0.7	
470.84	2	0.8	
7.24	16	0.7	
738.96	29	1.3	
572.74	34	1	
846.89	53	0.7	
857.29	32	1.4	
480.49	1	1.3	
565.37	4	1.1	
358.01	20	1.3	
292.29	64	0.8	
160.22	6	0.5	
565.87	2	0.7	
115.32	61	0.8	
507.71	8	1.4	
7.83	63	0.9	
145.82	59	0.7	
632.37	53	0.5	
595.91	49	1.4	
65.47	72	0.5	
571.62	39	1.2	
832.69	58	1.4	
860.17	27	0.5	
782.84	62	0.5	
9.12	55	0.5	
386.62	61	0.9	
475.32	26	0.7	
822.18	28	1.5	
520.87	54	1.2	
546.08	7	1.5	
895.19	65	1.1	
492.73	53	1.3	
258.49	8	1.2	
720.33	8	0.9	
404.08	59	1	
894.15	32	1.2	
634.74	51	1.2	
400.96	37	1.3	
576.57	13	0.9	
477.85	2	0.6	
852.07	8	0.9	
298.46	47	1.4	
107.44	50	0.7	
654.86	2	1	
806.51	15	1.3	
697.84	2	1	
220.43	11	1.3	
928.92	27	0.6	
878.2	7	0.8	
835.23	7	1	
501.7	20	1.4	
292.53	23	0.9	
181.73	5	0.9	
942.2	45	0.5	
211.47	16	0.7	
494.05	30	1.4	
681.94	61	0.7	
419.15	14	1.2	
623.85	8	1	
263.16	18	1	
142.73	8	1.3	
183.85	22	1.3	
732.63	68	0.8	
711.83	27	1.3	
89.03	6	0.6	
835.84	66	1.2	
377.77	32	0.7	
507.77	46	1	
703.63	54	1.3	
402.21	56	0.8	
454.36	20	1.3	
566.73	48	1.1	
613.6	37	1.3	
564.73	67	0.7	
3.27	15	0.8	
650.04	56	1.2	
722.28	10	1.4	
573.43	31	0.8	
89.87	26	1.3	
303.11	45	0.7	
575.88	68	0.6	
85.78	46	1.1	
854.06	67	0.8	
750.69	56	1.3	
95.27	69	1.3	
15.92	61	0.8	
642.55	74	0.6	
274.02	59	1.1	
136.09	64	0.9	
292.73	71	0.7	
791.11	17	1.1	
514.84	68	1	
422.33	24	1.1	
90.26	45	1.2	
811.79	13	1	
41.1	18	1.3	
850.85	2	0.6	
8.87	16	1.1	
777.54	58	0.9	
848.46	51	0.9	
866.29	29	1.3	
289.95	26	0.7	
183.43	75	1.4	
301.81	37	1	
918.32	45	1.4	
761.81	68	1.2	
141.26	69	1	
380.4	43	1.1	
574.95	9	0.9	
359.19	37	1.4	
671.21	7	1.4	
860.16	31	0.8	
958.31	7	0.7	
333.26	60	0.8	
451.67	61	1	
926.03	38	0.9	
70.99	2	0.6	
153.85	34	0.7	
835.3	52	1.4	
577.4	5	0.6	
853.61	55	1.2	
40.31	72	1.1	
756.7	2	0.9	
588.86	41	1.1	
16.29	55	1.2	
722	19	0.6	
24.34	2	0.5	
678.64	19	0.8	
98.83	62	0.5	
64.27	34	1.3	
766.32	18	1.3	
476.36	30	1	
796.85	53	0.6	
720.21	68	1.2	
727.06	45	1	
551.89	26	1	
902.94	48	1	
583.46	74	1.2	
8.88	14	1.4	
366.23	52	1.1	
854.52	8	1.5	
761.8	36	1.4	
639.87	33	1.3	
375.65	45	1.1	
91.81	28	1	
786.05	43	1.2	
426.5	39	0.8	
179.37	5	0.7	
571.9	32	1.1	
693.44	55	1.2	
756.62	46	0.6	
191.31	9	0.6	
256.95	52	1	
559.39	11	0.8	
915.75	40	0.6	
355.76	50	0.7	
516.53	19	0.6	
956.19	32	1.2	
346.73	25	0.7	
636.62	4	1.1	
756.79	58	0.8	
291.88	41	0.8	
399.84	53	1	
229.62	31	0.5	
370.75	42	1.3	
227.31	74	0.9	
808.04	50	0.9	
236.52	52	1.4	
456.65	44	1	
223.83	32	1	
338.66	50	1	
459.96	28	1.3	
313.35	17	1.4	
19.16	5	1.2	
300.59	37	0.8	
707.51	57	1.2	
173.67	14	0.6	
63.32	2	1.1	
702.81	69	1.1	
452.82	59	1.5	
139.39	42	1.5	
271.25	2	0.9	
667.47	26	0.7	
291.85	59	1.5	
713.02	6	1.3	
783.62	48	1	
957.94	34	1.1	
191.5	68	1	
284.34	30	1.1	
931.85	40	1.4	
389.22	24	1	
497.87	36	0.7	
301.53	2	0.6	
198.06	39	1.4	
565.67	18	0.8	
770.98	33	1.1	
518.81	47	0.6	
765.4	63	0.8	
357.78	69	1.3	
22.52	44	1.2	
265.14	47	1	
68.94	25	1.4	
467.23	74	0.9	
92.75	29	1.3	
960.17	35	0.8	
221.87	21	0.9	
536.46	68	1.4	
752.59	32	1.1	
196.24	64	1.3	
506.52	40	0.7	
536.23	59	1.2	
576.39	44	1.1	
687.25	65	1.4	
84.42	7	0.9	
371.97	19	1.1	
100.71	22	1.4	
577.29	21	0.6	
854.32	15	1.3	
706.61	40	1.3	
864.09	10	0.7	
44.44	50	0.8	
331.56	55	1.5	
705.01	58	1.4	
812.42	26	0.9	
346.91	28	0.9	
577.23	11	1.4	
282.28	18	1.4	
374.33	47	1.3	
481.31	38	1.1	
50.04	10	1.3	
365.35	17	1.2	
500.55	48	0.6	
174.67	46	1.3	
628.33	39	1.2	
734.4	46	1.3	
681.05	59	0.6	
814.18	54	0.8	
434.84	48	0.7	
77.99	55	1.2	
203.24	33	1.3	
370.93	71	1	
250.95	5	1.1	
252.84	36	1.2	
414.5	1	0.7	
555.74	37	1	
672.32	46	0.8	
626.41	75	1.5	
461.68	74	0.6	
837.85	65	0.6	
732.09	63	1.2	
237.8	1	1.3	
780.08	60	1.1	
79.02	8	0.9	
742.94	60	1.1	
699.22	38	1	
694.07	32	1.1	
147.92	24	0.7	
23.49	74	0.8	
958.11	57	1.4	
631.27	18	1.4	
102.02	12	0.9	
459.75	14	0.7	
86.54	59	1.3	
601.7	30	0.6	
676.13	75	1.1	
786.53	66	0.8	
322.2	1	1.2	
593.17	63	1.4	
339.11	71	1.5	
618.81	49	1.2	
692.22	34	1	
663.84	42	1	
72.3	68	0.7	
897.36	56	0.8	
348.21	68	1.2	
452.58	39	0.9	
285.65	27	1.2	
858.02	63	0.9	
948.35	35	0.9	
937.27	18	1.3	
479.44	9	0.8	
8.34	51	1.3	
239.31	32	1.2	
191.16	41	0.7	
541.84	16	1.1	
580.28	8	1	
578.03	75	0.6	
496.94	53	1.2	
904.73	17	1.3	
322.13	37	1	
330.64	8	0.9	
877.69	43	0.6	
442.27	43	0.7	
897.59	17	0.7	
252.93	51	1.3	
94.02	64	1	
789.15	59	1	
134.71	63	0.9	
133.98	2	1.1	
915.84	19	1.3	
477.26	50	0.8	
31.99	29	1.3	
131.72	19	1.1	
287.42	28	0.7	
822.15	69	0.8	
63.5	55	0.8	
826.5	53	0.9	
663.61	2	0.7	
952.39	37	0.7	
769.94	49	1	
545.67	63	1	
25.2	48	0.7	
727.53	49	1.1	
836.85	10	0.9	
689.79	47	0.8	
840.74	1	0.8	
92.28	74	0.9	
806.06	71	0.7	
657.69	24	0.8	
892.06	66	0.8	
706.76	67	1.3	
561.22	37	1.1	
85.44	47	0.9	
540.31	5	0.9	
795.04	48	1.3	
412.7	5	1.4	
760.97	43	0.8	
399.08	22	0.8	
26.07	72	1.5	
582.18	12	0.6	
153.42	43	0.6	
900.76	46	1.3	
923.58	53	0.7	
671.53	35	1.5	
683.68	49	1	
172.13	27	1.5	
873.54	6	0.7	
495.65	17	1.3	
779.45	56	1.4	
574.69	48	1.4	
820.01	35	0.6	
303.37	56	1.2	
445.63	1	1.5	
415.05	32	0.5	
892.39	31	1.3	
545.36	23	1.1	
737.75	2	0.9	
90.47	71	1.3	
529.36	24	0.9	
332.52	4	0.9	
913.58	25	1.4	
263.91	6	1.2	
276.73	23	1.4	
123.15	69	0.6	
275.25	66	1.5	
763.25	59	0.5	
738.98	29	1	
141.9	69	1.3	
521.02	53	1.3	
848.57	25	0.6	
596.09	72	1.3	
527.99	68	1.1	
883.66	37	1.5	
371.19	14	0.8	
559.72	12	0.5	
395.15	17	1.3	
678.96	18	0.5	
437.91	26	1.3	
594.88	57	1.4	
220.21	66	0.6	
125.54	60	1.2	
533.59	54	1.4	
875.29	24	1	
702.01	10	0.8	
103.95	13	0.7	
84.76	13	1.3	
213.15	63	1.4	
807.11	44	0.7	
740.67	13	0.5	
646.83	41	0.8	
145.89	41	1.2	
303.23	32	0.7	
769.34	9	0.6	
26.98	69	0.8	
314.76	46	0.6	
956.24	57	1.4	
698.99	65	0.9	
514.59	72	1.5	
512.52	22	0.5	
691.2	41	0.8	
426.39	12	0.7	
940.83	18	0.9	
249.28	43	1.2	
792.46	58	0.9	
226.29	52	1.1	
448.47	58	1.1	
48.12	45	0.8	
682.66	9	1	
641.2	55	0.6	
382.97	2	1.1	
413.97	17	1.5	
215.26	21	0.9	
628.95	41	1.5	
335.35	12	1.4	
41.8	34	1.4	
619.59	67	0.8	
13.83	48	0.7	
917.2	55	1.5	
901.85	22	1.2	
732.41	41	1	
704.06	36	1.4	
367.68	6	0.5	
762.43	27	0.7	
934.64	30	1.3	
85.83	49	1.2	
582.34	54	0.7	
42.36	33	0.9	
486.23	14	1.2	
600.91	52	0.8	
612.94	2	0.8	
667.88	4	1.2	
717.41	42	0.9	
802.46	25	0.7	
917.41	39	0.7	
720.68	72	1.4	
228.77	40	0.9	
200.46	45	1.1	
678.62	1	1.4	
826.02	44	1.1	
237.56	27	1.5	
75.8	24	1.2	
800.38	72	1.2	
922.1	40	0.6	
802.14	64	1	
438.72	54	0.6	
8.81	70	1.2	
233.95	2	1.4	
101.37	9	0.9	
715.06	6	0.5	
276.76	33	1.2	
867.52	62	1.2	
760.21	10	1.1	
880.48	19	1.1	
548.84	50	1.2	
601.45	64	1.3	
517.68	64	0.9	
390.28	54	1.1	
394.23	75	0.9	
786.57	23	0.6	
127.91	9	1.5	
529.58	29	1.4	
314.01	50	1.1	
45.18	32	1.4	
549.66	7	0.8	
55.7	52	0.7	
659.67	50	1.2	
94.32	73	0.8	
214.52	64	0.9	
461.95	55	0.7	
238.89	60	1.2	
499.59	26	1.3	
348.57	70	1.4	
259.06	15	1.2	
774.65	42	0.8	
338.05	50	1	
196.97	67	0.9	
387.74	48	1	
843.17	61	1.2	
131.07	35	0.7	
5.77	13	1.2	
123.08	56	1.4	
105.87	38	1.3	
120.23	2	0.8	
69.63	74	1	
688.66	75	1	
50.62	31	1.5	
841.32	67	1.2	
419.27	64	1.1	
585.32	7	1.1	
106.56	16	0.9	
203.99	36	0.6	
596.65	64	0.9	
596.97	73	0.7	
857.15	21	1.4	
706.47	32	1	
291.01	46	1.3	
282.75	55	0.8	
745.28	22	0.7	
767.32	59	1.4	
743.28	22	0.8	
702.19	52	0.5	
344.31	5	1.1	
957.94	59	0.8	
891.21	50	0.9	
547.2	27	1.1	
478.27	44	0.7	
852.22	68	0.6	
22.25	70	1.3	
931.83	65	1.3	
894.56	35	1.4	
711.45	15	1.3	
705.86	12	0.5	
697.99	14	1.5	
901.63	56	0.7	
695.14	22	0.9	
951.57	10	0.8	
752.51	67	0.6	
224.43	59	1.2	
890.4	57	0.6	
723.9	28	0.7	
578.03	1	0.9	
179.53	60	0.6	
184.81	70	0.5	
339.95	1	0.9	
897.55	59	1.3	
611.91	45	0.9	
629.82	53	1.4	
79.98	5	1.1	
639.47	19	1.4	
864.86	29	0.6	
373.92	48	0.6	
596.15	42	0.6	
407.34	15	1.4	
174.28	50	0.8	
407.2	56	0.7	
409.35	54	1	
685.42	50	0.7	
368.28	53	1.2	
810.67	34	1.3	
498.39	20	1.2	
288.83	14	1.5	
332.61	53	1	
466.44	59	1.3	
70.99	51	1.2	
533.68	7	1.2	
732.28	36	0.7	
96.61	17	1	
940.24	63	0.9	
380.22	43	1.1	
479.29	8	1.3	
621.11	68	1.2	
915.23	31	0.8	
349.01	59	1.3	
686.17	29	0.8	
596.95	43	1.3	
929.05	59	0.7	
247.28	8	1.4	
64.65	50	1.1	
83.34	18	0.5	
592.1	14	1.4	
550.03	64	1.4	
398.46	69	1.5	
229.59	68	0.9	
633.34	1	0.6	
777.38	43	0.7	
719.11	49	1	
44.59	27	1	
276.8	15	0.8	
477	9	1.3	
622.83	30	0.6	
579.15	26	0.8	
675.32	62	0.6	
497.63	61	1.4	
307.03	2	0.6	
454.47	11	1.2	
328.31	60	1.5	
46.83	30	1	
253.86	56	0.7	
342.21	28	0.9	
544.74	59	0.9	
83.31	16	0.6	
808.44	38	0.6	
923.98	11	0.6	
797.59	16	1.1	
221.46	58	0.9	
388.89	23	1	
950.03	61	0.5	
210.43	27	1.4	
922.74	72	0.8	
325.03	65	1	
559.3	21	1.3	
901.52	12	0.8	
275.91	47	1.2	
192.21	45	1	
575.03	38	1.3	
605.72	36	1.2	
165.13	27	1	
226.59	54	1.2	
412.46	70	0.5	
458.83	11	1.2	
652.32	35	0.9	
817.74	1	0.6	
7.2	40	1.2	
823.99	18	0.9	
277.27	64	0.6	
134.11	28	0.7	
955.13	6	1.2	
764.32	20	0.6	
266.04	46	0.9	
286.68	54	0.6	
926.81	8	0.8	
660.59	31	1.2	
495.68	53	0.7	
715.85	70	1.4	
661.72	73	1.3	
697.6	64	0.8	
410.21	40	0.7	
856.07	24	1.4	
379.52	22	0.9	
97.42	47	1.1	
200.18	16	1.4	
912.64	35	0.6	
108.14	32	1.3	
422.53	34	1.3	
765.05	16	0.8	
734.78	74	0.6	
860.28	28	1.2	
46.38	16	1.1	
315.34	16	0.6	
448.55	69	1.3	
872.39	59	0.8	
313.77	50	1	
137.95	72	0.7	
803.09	19	1.1	
932.2	26	1.1	
268	10	0.9	
605.94	2	0.5	
483.35	15	0.6	
283.23	8	1.3	
266.5	2	1.4	
400.82	41	1.3	
591.97	33	0.8	
666.63	66	1.1	
221.35	46	0.7	
572.69	18	1.2	
302.86	41	0.7	
583.26	10	0.8	
945.69	5	1.4	
810.84	21	1.2	
258.6	50	0.8	
750.73	66	1.1	
201.76	10	1.1	
374.53	69	1	
663.52	13	0.8	
432.56	8	1.4	
131.15	69	1.2	
860.85	74	1.3	
574.06	61	1.1	
268.77	23	1.2	
362.22	14	1.2	
363.76	4	1.3	
647.42	49	1.4	
279.21	44	1.3	
594.56	23	1.1	
285.7	34	1.4	
859.72	51	1.3	
323.44	1	1	
255.09	58	0.7	
940.12	45	0.6	
83.98	53	0.8	
562.89	38	0.9	
104.79	70	1.2	
450.72	2	1.1	
808.37	50	1.1	
743.32	48	0.6	
810.13	42	0.7	
830.22	6	0.6	
634.65	22	0.9	
757.87	39	1.4	
637.68	16	0.6	
68.66	42	1.3	
846.45	21	0.8	
402.93	71	1.5	
345.12	20	1.4	
778.54	64	0.8	
796.75	6	0.6	
781.6	18	1.3	
186.66	11	1	
511.24	43	1	
733.61	35	0.7	
401.38	7	0.7	
445.45	44	0.8	
676.16	36	1.2	
482.81	65	1	
775.1	54	0.7	
890.31	64	0.8	
701.68	48	1.3	
175.87	54	0.7	
946.16	50	1.3	
348.79	61	0.5	
473.56	45	1	
351.55	32	0.8	
301.55	40	0.6	
233.22	57	1.1	
214.34	12	1.3	
668.53	12	0.9	
308.01	40	0.6	
951.17	69	0.8	
103.73	41	1	
506.87	55	1	
169.15	19	0.7	
476.36	48	1.1	
647.84	11	0.7	
345.24	20	0.9	
613.36	64	1.4	
430.72	57	0.6	
601.79	32	1.1	
540.98	61	1.1	
724.63	8	1.3	
673.2	9	0.6	
377.76	45	0.7	
729.31	66	1.1	
520.5	54	1.1	
205.23	47	0.7	
207.45	28	0.8	
258.05	40	1.1	
303.62	8	0.7	
187.84	9	0.5	
115.37	50	1.4	
363.69	48	1	
185.64	27	1.2	
819.88	33	1.4	
596.43	23	1.1	
654.47	71	0.9	
644.08	4	1	
631.42	27	0.8	
458.42	44	1.2	
455.68	3	0.8	
5.35	64	1	
241.41	13	0.7	
227.31	25	1.2	
172.17	12	0.6	
389.14	3	1.2	
93.01	15	1.2	
700.44	18	0.6	
872.79	53	0.6	
781.35	56	0.8	
554.86	23	1.2	
29.76	54	1.4	
681.02	72	1.3	
285.52	42	0.6	
661.31	1	0.7	
724.62	51	1.4	
585.86	42	1.2	
714.08	4	1	
499.17	37	0.6	
820.67	64	0.6	
446.75	27	1.5	
723.8	11	0.9	
553.3	13	0.8	
368.69	69	0.9	
575.81	3	0.6	
231.25	40	0.8	
478.04	49	1.2	
874.32	70	0.8	
540.6	72	0.5	
346.81	18	1.2	
6.22	21	0.8	
486.9	14	1.5	
740.16	40	1.2	
937.64	15	0.8	
842.05	23	1.5	
392.77	1	0.9	
506.8	70	0.7	
852.36	56	0.6	
409	5	1	
575.5	70	0.6	
815.7	47	0.6	
572.33	37	0.9	
398.46	46	1.3	
662.91	60	1.1	
624.39	50	0.7	
316.59	29	0.8	
389.49	26	0.9	
547.75	46	1.1	
213.39	69	1.5	
499.73	44	1.5	
424.94	49	0.5	
326.14	29	0.7	
499.41	55	1.3	
804.18	68	1.1	
493.68	60	1.5	
85.04	6	0.7	
541.92	32	0.6	
260.51	45	0.7	
503.38	65	0.6	
67.3	44	1	
283.76	45	0.6	
591.62	52	0.9	
493.2	26	0.9	
749.98	64	0.6	
436.01	63	0.7	
28.8	73	0.8	
570.09	49	0.8	
388.67	59	0.7	
497.1	5	1.2	
129.9	22	1.3	
477.34	56	1	
928.05	61	1.2	
385.89	16	1	
381.93	3	0.9	
778.69	39	0.7	
415.72	28	0.6	
507.9	45	0.7	
232.78	2	0.9	
805.78	24	1.2	
783.88	71	0.8	
943.99	59	1.2	
548.76	40	1.4	
611.8	28	0.9	
160.46	13	1.2	
769.9	75	1.3	
16.89	50	0.6	
78.39	5	1.2	
98.38	30	1.4	
5.31	6	1.5	
383.15	64	1.2	
837.98	55	1.5	
269.03	36	1.5	
710.36	65	0.9	
439.97	50	0.7	
118.25	58	1.1	
893.16	52	0.8	
857.51	30	1.4	
28.52	4	1.1	
629.94	5	1.2	
239.41	39	1.5	
726.15	5	0.9	
323.44	54	1.1	
324.25	30	1	
108.25	71	1.1	
697.16	28	1.5	
119.99	60	0.6	
640.46	38	0.5	
175.77	40	1.3	
664.18	8	1.1	
785.61	35	1.1	
469.32	30	1.2	
79.57	52	0.9	
588.29	22	0.6	
810.22	11	0.9	
32.17	34	0.6	
825.59	63	1.3	
842.11	66	1.2	
651.7	43	0.9	
540.83	27	1	
482.3	24	1	
319.46	17	1	
65.19	45	1.3	
657.5	16	1.4	
725.8	32	1.4	
385.91	36	0.9	
207	47	0.6	
859.13	21	1.4	
926.35	25	1.5	
415.77	22	1	
556.26	53	1	
144.94	24	0.8	
84.28	5	0.8	
380.27	4	0.8	
179.36	41	1.2	
190.68	30	1.5	
430.37	3	1.2	
201.8	35	1	
154.72	39	0.5	
48.03	26	1.3	
142.81	72	1	
368.27	42	1	
357.33	27	1	
371.87	18	1	
400.33	19	0.7	
252	64	1.2	
795.01	22	1.2	
733.2	20	1.3	
447.9	22	0.8	
16.45	14	0.9	
570.1	50	0.9	
279.93	36	1.2	
699.04	13	1.3	
524.58	24	1.4	
632.98	36	0.9	
42.68	68	0.7	
535.56	36	1.1	
721.62	69	0.6	
275.56	5	0.7	
627.03	52	1.4	
712.89	44	1	
115.27	66	0.8	
905.35	63	1.4	
528.92	54	0.9	
296.52	53	1.3	
255.61	5	0.7	
922.77	29	1.2	
13.95	7	1.4	
281.91	67	1.2	
7.08	21	0.9	
576.65	17	1	
536.56	7	1	
247.8	9	0.6	
664.18	4	1.1	
134.93	38	0.7	
359.46	55	0.8	
399.61	58	1.2	
832.51	43	0.6	
99.9	20	0.6	
328.31	2	1.2	
297.26	68	1.2	
916.44	64	1.4	
599.33	6	1.5	
701.76	6	0.8	
948.62	26	1.4	
384.18	59	0.5	
337.29	15	1.2	
930.97	47	1.3	
627.04	72	1.2	
760.94	49	1.3	
150.3	37	1.1	
848.15	45	1.2	
658.64	19	0.7	
650.43	63	0.8	
207.03	31	0.7	
497.81	74	1.2	
882.38	72	1	
244.69	50	0.8	
811.56	58	1.3	
109.24	64	0.8	
872.65	3	0.6	
791.89	20	0.8	
702.76	36	1.5	
903.66	22	1.4	
811.97	71	1.2	
711.43	23	1	
884.21	36	0.9	
593.85	31	1.3	
547.92	42	0.5	
715.42	53	0.5	
131.61	64	0.7	
88.81	21	0.8	
946.09	65	0.7	
855.26	4	1.3	
646.48	41	0.6	
781.03	27	1	
877.84	39	1.2	
781.63	60	0.6	
217.33	25	1	
628.05	18	1.3	
218.75	47	1.2	
846.11	51	1.2	
631.7	56	1.4	
845.26	26	1	
721.02	25	1.1	
702.18	18	0.8	
714.53	8	1.4	
921.15	32	1.3	
160.2	47	0.6	
903	60	0.5	
490.53	21	1.1	
171.2	32	1.1	
743.7	51	1.2	
923.23	9	1.2	
740.54	68	0.7	
920.97	31	0.7	
565.91	49	1	
131.63	63	0.7	
923.86	39	1.3	
374.17	1	0.8	
821.87	62	0.7	
431.12	40	1	
310.9	49	1.2	
795.38	51	0.8	
588.42	65	1.1	
722.33	57	1.3	
852.53	6	0.8	
502.69	71	1.2	
449.38	18	0.5	
516.72	33	1.1	
604.85	38	0.6	
919.4	55	1.5	
238.12	12	0.8	
764.76	26	1.3	
470.16	42	1	
139.22	22	1.4	
618.1	20	1.1	
274.51	7	0.7	
767.11	25	1.3	
313.69	24	0.9	
399.47	2	1	
455.53	67	1.3	
905.36	66	1	
435.47	29	0.8	
116.55	68	0.9	
572.82	33	0.7	
812.02	72	1.3	
485.71	39	0.6	
668.62	61	0.9	
635.07	25	1.4	
99.51	58	0.9	
78.45	28	0.9	
553.24	52	0.6	
831.35	31	1.5	
276.56	49	1	
749.7	75	1	
318.93	75	1	
669.86	30	1	
106.41	72	0.7	
703.49	7	0.9	
90.85	53	1.4	
62.24	7	0.7	
748.21	54	1.1	
141.87	40	1.1	
260.48	64	1.1	
56.44	26	0.6	
940.06	22	0.8	
30.61	20	0.8	
277.62	51	0.9	
431.03	71	1	
474.15	28	1.3	
166.92	39	0.8	
259.85	40	0.5	
683.35	9	1.4	
496.75	38	0.8	
200.31	1	0.9	
682.19	4	0.8	
313.66	57	0.7	
217.87	68	1.1	
932.25	23	1.2	
326.55	51	1.2	
207.22	22	0.6	
157.79	45	0.6	
465.19	38	0.7	
438.02	36	0.7	
545.74	7	1.2	
409.55	3	1.4	
745.99	33	0.6	
52.07	66	1.1	
839.4	65	1.2	
559.08	1	0.8	
273.55	9	1.4	
123.83	64	0.6	
760.52	2	0.7	
596.39	5	0.9	
855.25	8	1.2	
488.17	43	0.6	
479.21	75	1.4	
93.8	1	1.5	
621.25	24	1.1	
526.1	11	1	
391.56	63	0.7	
919.19	63	1.2	
920.66	28	1.4	
910.31	26	0.5	
570.14	10	1.2	
314.43	70	1.4	
428.07	23	1.2	
830.1	34	1.4	
916.55	61	0.8	
781.43	5	0.5	
823.66	15	1.5	
332.69	60	1.2	
15.34	74	0.7	
560.4	24	0.5	
294.92	75	0.5	
945.52	6	1.2	
398.41	18	0.6	
677.02	22	1.1	
642.55	4	0.9	
441.06	4	0.5	
408.44	54	1.3	
857.58	1	0.7	
317.89	2	1.1	
432.99	47	0.9	
420	22	0.9	
903.1	39	1.5	
473.79	56	0.6	
129.62	73	1.2	
76.16	61	1.1	
695.89	57	1.4	
955.75	54	0.5	
177.87	29	1.3	
628.65	40	1.3	
724.01	28	0.7	
94.61	67	1.1	
868.12	41	1	
